tweet_text,cyberbullying_type
guess saying of ok lie christian woman right despise people use fake ass faith justify corruption bigotry intolerance hate,religion
every time idiot slam islam make propaganda,not_cyberbullying
read get switching,gender
spent last 5 hours listening rape firm belief gay means die,gender
added insult milo trump louis c s turnaround time rape bitch gay humor punching tired really funny done already,gender
support god follow whatever follow christian one may god mercy soul going need,religion
fuck michael michael brown dumb ass nigger lot on gon something wat got shot six,ethnicity
know mom dad is 1st slow bunny fuck mama dumb ass nigger dumbass lie bitch,ethnicity
fuck bye wells forever bitch kill vibe see ya never dumb nigger,ethnicity
clearly give 2 shit far see mirror first talking one among fucking drama tell first okay,ethnicity
whatever dumb fuck nigger shit,ethnicity
bitch keep negative shit yo self yo ass mad bitch stupid wack ass hoe fuck mama dumb ass nigger,ethnicity
feel like ashamed thing know making think like high school mom like dangerous influence dressed modestly never men,age
call female piss guess call male rate equal opportunity offender proud,gender
of ok nigger it black people say word night nigga want racism stop hate dumb,ethnicity
dumb ass nigger bitch last tweet going agree musty ass middle eastern black men fuck crack baby,ethnicity
still love sky rape plus part gay thing talking,gender
completely sexist thou thor dude,gender
95 world s muslin muslim majority less israel yeah totally talking statistics antisemitic bent,religion
bully yelled eat paste forgot hear,not_cyberbullying
hi luck school know much consolation older able look back regrets knowing kept dignity whereas look back shame embarrassment keep telling people get help ex xx,age
please believe everything see social media talk uplifting low self esteem past high school like,age
high school know,age
growing bitterness youth brought joy mention best since high school university closest stays true proud bring along growth,age
yes tried murder way heaven total idiot would believe allay allah,religion
muslin muslim pakistan border dispute part india illegally artificially 90 country country therefore talk nonsense idiot ashamed today father,religion
execution conversion sword point welcome,religion
hanging girl told got potato head high school stop laughing 20 minutes still think daily,age
reaction heard school bully taking nursing pity world ever,age
lots people call idiot muslin muslim part religion race people religion many different ethnicity also blindly follow read going two corrupt a,religion
hate dumb fuck ugh painted upon yet still laugh nothing funny scratch itch,ethnicity
widen telling black people vote however idiot black medical mexican avian asian muslin muslim jewfish jewish woman disabled veteran senior parent live for essential worker unemployed bad health breathe air vote trump,religion
keep coming it fuck mama dumb ass nigger,ethnicity
the fuck hot beach black people fucking dumb need white freaky,ethnicity
glad unfollowed making relationship rubbing wrong way like victim rape stereotyping black gay men ending shit weird sex,gender
unless field surprising would know,not_cyberbullying
el bullying cercaria twitter media la virgin pare pesto so sea el major,not_cyberbullying
shit funny two like give brass knuckles ugly teller have ray voice,not_cyberbullying
er single model mean multiple whatever,not_cyberbullying
noticed sis isis slave market,not_cyberbullying
high school dm asking boss babe,age
think high school still think ugly,age
us muslin muslim holiday honored conn school district animal sacrifice beheading it,religion
royal royale high toxic place true harassed three hours stopped play royal royale high,age
5 1 used get people trona get 2 turned pothead lot 3 dated girl 4 one best people friend corner 5 great driver especially high,age
fuck sake nine sort disgusting blush enough enough,not_cyberbullying
people feel uncomfortable fucking way rape okay neither racism gay,gender
story 1 radical islamic islamic terrorism jihad k many people 2 y islamic islamic country democratic 3 y islamic islamic country secular 4 what done edit reform slam islam 5 corona creator allay allah fear corona,religion
need like tweet nor know know joking middle school bully,age
name something honor honour bad person person s deeds validated exception item practice event odious person s comprehensively exposed one school bully jarvey,age
